Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
bildemo däck,260,21,0.86,0.40,72,Navigational,"Adwords bottom, Image pack, Knowledge panel, Site links, Video","0.54,0.35,1.00,1.00,0.44,0.29,0.29,0.15,0.35,0.54,0.67,0.19"
bilia däck,260,25,0.58,0.40,59,Navigational,"Adwords bottom, Image pack, Local pack, People also ask, Site links, Video","0.15,0.29,1.00,0.67,0.29,0.24,0.24,0.24,0.36,0.54,0.54,0.19"
billiga däck göteborg,260,21,0.58,1.00,244000,Commercial,"Local pack, Site links","0.36,0.29,1.00,0.81,0.44,0.36,0.36,0.36,0.36,0.36,0.36,0.29"
billiga däck på nätet,260,48,0.94,1.00,780000,Commercial,"FAQ, Featured snippet, People also ask, Reviews, Shopping ads, Site links","0.24,0.29,0.81,1.00,0.44,0.24,0.24,0.29,0.19,0.36,0.36,0.15"
bobos däck,260,24,0.59,0.17,73,"Informational, Navigational","FAQ, Knowledge panel, Reviews","0.29,0.24,0.66,0.81,0.36,0.36,0.36,0.36,0.29,0.66,1.00,0.29"
byta däck bromma,260,11,1.28,0.43,74,Commercial,"Featured snippet, Image pack, Local pack","0.10,0.10,0.36,0.82,0.30,0.16,0.01,0.03,0.08,0.30,1.00,0.13"
byta däck helsingborg,260,19,0.78,0.55,92,Commercial,"Image pack, Local pack","0.21,0.14,0.39,0.59,0.39,0.14,0.14,0.11,0.14,0.17,1.00,0.39"
byta däck norrköping,260,21,0.78,0.50,93,Commercial,"FAQ, Image pack, Local pack, People also ask","0.11,0.07,0.26,0.59,0.21,0.11,0.05,0.07,0.09,0.32,1.00,0.17"
byta däck umeå,260,16,0.72,0.53,91,Commercial,"Image pack, Local pack, People also ask","0.02,0.05,0.14,0.59,0.39,0.07,0.05,0.04,0.09,1.00,0.17,0.05"
byta däck västerås,260,21,0.67,0.54,86,Commercial,"Adwords bottom, Image pack, Local pack, Video","0.09,0.07,0.26,0.72,0.32,0.11,0.07,0.04,0.05,0.39,1.00,0.14"
byte av däck,260,30,0.85,0.50,2020000,Commercial,"FAQ, Featured snippet, Local pack, People also ask, Video","0.08,0.13,1.00,0.67,0.16,0.10,0.10,0.08,0.19,0.44,0.55,0.16"
dohini däck,260,18,0.60,0.07,68,Navigational,"Adwords bottom, Image pack, Knowledge panel, Site links","0.19,0.15,0.67,0.82,0.36,0.29,0.29,0.29,0.24,0.54,1.00,0.29"
dot märkning däck,260,18,0.60,0.13,40300,Informational,"Featured snippet, People also ask, Video","0.29,0.29,0.44,0.54,0.36,0.24,0.24,0.29,0.54,1.00,0.81,0.29"
däck billigast,260,43,0.71,1.00,3210000,Commercial,"Adwords top, FAQ, Featured snippet, Local pack, People also ask, Reviews, Site links","0.29,0.44,0.81,1.00,0.54,0.44,0.35,0.54,0.54,0.67,0.54,0.35"
däck billigt,260,52,0.71,1.00,874000,Commercial,"Featured snippet, Local pack, People also ask, Site links","0.29,0.44,0.81,1.00,0.54,0.44,0.35,0.54,0.54,0.67,0.54,0.35"
däck borlänge,260,16,0.55,0.39,95,Commercial,"Local pack, Reviews, Site links","0.54,0.36,0.82,1.00,0.82,0.54,0.67,0.54,0.67,0.67,1.00,0.44"
däck engelska,260,23,0.64,0.02,93,Informational,"Image pack, Instant answer, Video","0.44,0.44,0.67,1.00,0.67,0.44,0.54,0.54,0.54,0.82,1.00,0.54"
däck hastighetsindex,260,18,0.55,0.29,201000,Informational,"Featured snippet, Image pack, People also ask, Video","0.35,0.44,1.00,0.81,0.54,0.35,0.44,0.35,0.35,0.54,0.44,0.19"
däck kristianstad,260,18,0.60,0.44,78,Commercial,"Image pack, Local pack","0.54,0.54,0.81,1.00,0.44,0.44,0.44,0.54,0.35,0.54,0.81,0.54"
däck kungälv,260,14,0.71,0.44,95,Commercial,"Image pack, Local pack, Reviews, Site links","0.24,0.19,0.44,0.54,0.29,0.29,0.24,0.24,0.29,0.36,1.00,0.54"
däck landskrona,260,13,0.59,0.44,86,Commercial,"Image pack, Local pack, Site links","0.44,0.36,0.66,0.66,0.36,0.29,0.29,0.54,0.44,0.54,1.00,0.54"
däck mölndal,260,21,0.57,0.33,84,Commercial,"Image pack, Local pack, People also ask, Site links","0.44,0.44,0.81,1.00,0.54,0.44,0.35,0.44,0.44,0.54,1.00,0.44"
däck piteå,260,17,0.67,0.31,78,Commercial,"Image pack, Local pack","0.44,0.23,0.29,0.67,0.67,0.54,0.67,0.44,0.54,1.00,0.23,0.23"
däck pris,260,39,0.59,1.00,6750000,Transactional,"Featured snippet, Local pack, People also ask, Site links","0.24,0.24,0.81,1.00,0.44,0.44,0.36,0.29,0.36,0.44,0.44,0.19"
däck på engelska,260,22,0.65,0.02,88,Informational,"Image pack, Instant answer, Video","0.54,0.44,0.54,1.00,0.82,0.54,0.44,0.54,0.54,0.82,1.00,0.54"
däck täby,260,18,0.70,0.39,88,Commercial,"Image pack, Local pack, Reviews","0.36,0.19,0.66,1.00,0.54,0.36,0.36,0.29,0.36,0.54,0.66,0.29"
däck örnsköldsvik,260,16,0.72,0.44,90,Commercial,"Image pack, Local pack, People also ask, Site links","0.29,0.19,0.36,1.00,0.36,0.29,0.54,0.66,0.44,0.81,0.29,0.29"
flogsta däck,260,20,0.84,0.15,36,Transactional,"Adwords bottom, Image pack, Knowledge panel, Reviews","0.19,0.24,0.44,0.81,0.54,0.44,0.44,0.19,0.29,0.44,1.00,0.36"
fog på däck,260,12,0.85,0.02,526000,Informational,FAQ,"0.36,1.00,0.10,0.15,0.07,0.67,0.19,0.82,0.67,0.15,0.10,0.19"
goodride däck,260,16,0.51,1.00,43,Informational,"Image pack, People also ask, Video","0.29,0.29,1.00,1.00,0.54,0.44,0.54,0.54,0.67,0.81,0.67,0.29"
jj däck,260,26,1.07,0.09,83,Navigational,"Adwords bottom, FAQ, Image pack, Knowledge panel, Reviews, Site links","0.19,0.13,0.54,0.67,0.29,0.19,0.19,0.15,0.24,0.54,1.00,0.24"
kenneths däck malmö,260,28,0.64,0.13,69,Navigational,"Adwords bottom, Image pack, Knowledge panel, Site links","0.24,0.15,0.66,1.00,0.29,0.19,0.19,0.12,0.15,0.36,0.44,0.36"
köpa däck och fälg,260,45,1.13,1.00,3550000,Transactional,"Featured snippet, Local pack, People also ask, Reviews, Site links","0.36,0.36,0.44,0.44,0.29,0.29,0.36,0.54,0.54,1.00,0.81,0.36"
ljungsbro däck,260,23,0.59,0.07,72,Navigational,"Image pack, Local pack, Site links","0.10,0.13,0.67,0.67,0.29,0.19,0.19,0.19,0.15,0.54,1.00,0.15"
magnussons däck,260,25,0.55,0.11,64,Navigational,"Image pack, Local pack, Site links","0.19,0.15,0.81,0.81,0.24,0.19,0.19,0.19,0.29,0.66,1.00,0.15"
molunds däck,260,13,0.69,0.14,61,"Informational, Navigational","Adwords bottom, Image pack, Knowledge panel","0.15,0.12,0.36,0.81,0.66,0.36,0.36,0.29,0.44,1.00,0.36,0.19"
mora däck och fälg,260,22,0.55,0.14,62,Transactional,"Image pack, Knowledge panel","0.15,0.15,0.36,1.00,0.44,0.24,0.44,0.36,0.36,0.81,0.66,0.24"
mudders däck,260,11,0.51,1.00,67,Commercial,"Image pack, Reviews, Video","0.54,0.44,0.81,1.00,0.81,0.54,0.35,0.35,0.29,0.29,0.35,0.19"
nisses däck,260,23,0.65,0.20,76,Navigational,"Image pack, Local pack, Site links, Video","0.54,0.36,0.67,1.00,1.00,0.44,0.44,0.54,0.54,0.82,1.00,0.67"
np däck,260,26,0.58,0.04,65,Navigational,"Image pack, Knowledge panel, Site links","0.15,0.15,0.54,0.82,0.29,0.29,0.19,0.19,0.15,0.44,1.00,0.19"
när ska man byta däck,260,28,0.60,0.21,2340000,Informational,"Adwords bottom, FAQ, Featured snippet, People also ask, Video","0.07,0.14,1.00,0.59,0.09,0.07,0.07,0.11,0.26,0.59,0.32,0.05"
nödinge däck,260,14,0.65,0.09,75,Informational,"Image pack, Knowledge panel","0.19,0.15,0.54,0.82,0.29,0.24,0.24,0.24,0.19,0.36,1.00,0.24"
rogers däck sala,260,17,0.59,0.08,56,Navigational,"Image pack, Knowledge panel, Site links, Video","0.19,0.19,1.00,1.00,0.36,0.24,0.29,0.19,0.29,0.81,1.00,0.19"
slitna däck,260,21,0.59,0.05,342000,Informational,"Featured snippet, People also ask","0.54,0.44,0.82,1.00,0.67,0.54,0.67,0.67,0.67,0.82,0.67,0.44"
tjörns däck,260,23,0.59,0.12,74,Navigational,"Image pack, Knowledge panel, Site links","0.19,0.13,0.54,0.82,0.29,0.19,0.19,0.19,0.19,0.36,1.00,0.19"
trelleborg däck,260,17,0.65,0.92,95,Navigational,"Image pack, Local pack, Video carousel, Video","0.66,1.00,1.00,1.00,1.00,0.81,0.66,0.66,0.66,0.66,0.81,1.00"
vianor däck,260,46,0.52,0.40,69,Navigational,"Image pack, Local pack, Site links, Video","0.23,0.29,1.00,1.00,0.44,0.44,0.54,0.44,0.54,1.00,1.00,0.44"
ae däck,210,25,0.58,0.18,537000,Navigational,"Knowledge panel, Site links","0.12,0.08,0.24,0.54,0.66,0.36,0.36,0.29,0.44,1.00,0.24,0.19"
all around däck,210,18,0.51,1.00,710000,Informational,"Featured snippet, People also ask, Reviews","0.54,0.29,0.29,0.54,0.29,0.23,0.19,0.29,0.35,0.44,1.00,0.67"
bandhagens däck,210,22,0.70,0.05,75,Navigational,"Adwords bottom, Image pack, Knowledge panel, Site links","0.19,0.19,0.54,0.81,0.54,0.44,0.23,0.29,0.23,0.54,1.00,0.19"
blocket däck o fälg,210,23,0.56,0.95,43,"Navigational, Transactional",,"1.00,1.00,0.28,0.53,0.44,0.66,0.81,1.00,0.44,0.44,0.44,0.34"
bromma däck,210,21,1.24,0.19,86,Navigational,"Adwords bottom, Image pack, Knowledge panel, Site links","0.23,0.15,0.67,0.81,0.35,0.23,0.23,0.23,0.23,0.67,1.00,0.23"
byta däck borås,210,16,0.93,0.54,74,Commercial,"Image pack, Local pack","0.10,0.06,0.36,0.82,0.24,0.13,0.08,0.05,0.08,0.24,1.00,0.16"
byta däck datum 2020,210,28,0.51,0.19,82,Informational,"FAQ, Featured snippet, Image pack, People also ask, Site links, Video","0.14,0.10,1.00,0.67,0.05,0.00,0.33,0.43,0.05,0.10,0.05,0.05"
byta däck jönköping,210,18,0.78,0.48,87,Commercial,"Image pack, Local pack, People also ask","0.13,0.07,0.36,0.82,0.29,0.13,0.10,0.10,0.10,0.44,1.00,0.24"
byta däck lund,210,14,0.67,0.35,91,Commercial,"Featured snippet, Image pack, Local pack, Video","0.14,0.11,0.21,0.48,0.26,0.14,0.11,0.05,0.07,0.21,1.00,0.39"
byta däck på fälg pris,210,19,0.62,0.58,250000,Transactional,"Featured snippet, People also ask, Site links","0.29,0.19,0.67,1.00,0.35,0.15,0.19,0.15,0.29,0.67,0.67,0.19"
börjessons däck,210,14,0.60,0.12,56,Commercial,"Image pack, Local pack, Site links","0.19,0.19,0.54,1.00,0.54,0.29,0.29,0.23,0.29,0.67,0.54,0.19"
c däck släpvagn,210,14,0.52,1.00,98,Informational,"Image pack, People also ask, Video","0.44,0.44,0.66,1.00,0.81,0.44,0.53,0.44,0.44,0.81,0.66,0.28"
cross däck,210,18,0.50,1.00,98,Commercial,"Featured snippet, Site links, Video","0.44,0.44,0.81,0.81,1.00,0.66,0.66,0.66,0.81,0.44,0.44,0.28"
dimension däck,210,27,0.53,0.37,346000,Informational,"Featured snippet, Image pack, People also ask","0.44,0.36,0.67,1.00,0.54,0.36,0.36,0.36,0.44,0.67,1.00,0.36"
dubba däck,210,18,0.59,1.00,83500,Commercial,"FAQ, Featured snippet, People also ask, Reviews, Shopping ads, Site links, Video carousel","0.44,0.54,0.35,0.44,0.23,0.19,0.23,0.35,0.44,0.81,1.00,0.54"
dubbade däck,210,32,0.59,1.00,200000,Commercial,"FAQ, People also ask, Site links","0.44,0.54,0.35,0.44,0.23,0.19,0.23,0.35,0.44,0.81,1.00,0.54"
dubbar däck,210,13,0.59,1.00,416000,Commercial,"FAQ, Image pack, People also ask, Reviews, Site links, Video carousel","0.44,0.54,0.35,0.44,0.23,0.19,0.23,0.35,0.44,0.81,1.00,0.54"
dubbfria däck,210,18,1.02,1.00,128000,Informational,"FAQ, People also ask, Reviews, Site links, Video","0.04,0.03,0.04,0.06,1.00,0.13,0.07,0.07,0.09,0.13,0.13,0.06"
däck 225 45 r17,210,14,0.55,1.00,44,Commercial,"Image pack, People also ask, Reviews, Shopping ads","0.18,0.28,0.82,1.00,0.67,0.54,0.54,0.44,0.36,0.54,0.28,0.13"
däck alingsås,210,13,0.69,0.42,89,Commercial,"Image pack, Local pack, Reviews, Site links, Video","0.23,0.29,0.67,0.81,0.35,0.35,0.35,0.29,0.29,0.54,1.00,0.23"
däck beteckning förklaring,210,22,0.60,0.21,29000,Informational,"Featured snippet, People also ask","0.35,0.35,0.67,1.00,0.44,0.29,0.29,0.29,0.29,0.54,0.44,0.23"
däck bromma,210,16,1.06,0.41,70,Commercial,"Image pack, Local pack","0.44,0.28,0.67,1.00,0.54,0.54,0.44,0.28,0.36,0.44,1.00,0.28"
däck carlsson,210,15,0.59,0.07,81,Informational,"Image pack, Knowledge panel, Reviews","0.10,0.10,0.54,0.82,0.29,0.15,0.15,0.24,0.24,0.67,1.00,0.29"
däck dimensioner förklaring,210,25,0.56,0.30,32000,Informational,"Featured snippet, People also ask, Site links, Video","0.23,0.44,1.00,0.67,0.29,0.29,0.44,0.35,0.67,0.54,0.54,0.29"
däck enköping,210,17,0.57,0.26,85,Commercial,"Image pack, Local pack","0.34,0.28,1.00,1.00,0.66,0.81,0.66,0.53,0.53,1.00,1.00,0.44"
däck falun,210,19,0.54,0.32,286000,Commercial,Local pack,"0.28,0.53,0.66,1.00,0.81,0.66,1.00,0.34,0.66,1.00,0.81,0.34"
däck gällivare,210,16,0.84,0.41,87,Commercial,"Image pack, Local pack, Reviews, Video","0.18,0.23,0.28,1.00,1.00,0.54,0.44,0.82,0.67,1.00,0.44,0.18"
däck haninge,210,19,0.56,0.42,297000,Commercial,"FAQ, Featured snippet, Local pack, Reviews","0.28,0.28,1.00,0.82,0.44,0.44,0.44,0.28,0.67,0.67,0.82,0.28"
däck in,210,22,0.52,0.18,17600000,Navigational,"FAQ, Knowledge panel, Site links, Video","0.13,0.13,0.44,0.54,0.24,0.13,0.13,0.15,0.10,0.36,1.00,0.29"
däck nacka,210,22,0.71,0.21,97,Commercial,"Featured snippet, Image pack, Local pack, Site links, Video carousel","0.54,0.28,0.67,1.00,0.54,0.44,0.44,0.44,0.36,0.67,0.67,0.36"
däck skövde,210,23,0.57,0.40,100,Commercial,"Featured snippet, Local pack, Video","0.44,0.28,1.00,0.82,0.44,0.67,0.54,0.54,0.54,0.67,1.00,0.36"
däck strängnäs,210,13,0.52,0.30,96,Commercial,"Local pack, Site links, Video","0.36,0.18,0.67,1.00,0.36,0.44,0.36,0.44,0.54,0.54,1.00,0.28"
däck vellinge,210,17,0.50,0.11,85,Commercial,"Image pack, Local pack, Reviews, Site links, Video","0.19,0.16,0.36,0.30,0.19,0.10,0.16,0.16,0.10,0.30,1.00,0.36"
däck ängelholm,210,16,0.50,0.46,96,Commercial,"Image pack, Local pack, Site links","0.54,0.29,0.54,0.54,0.54,0.54,0.44,0.35,0.35,0.44,1.00,0.54"
fylla på luft i däck,210,19,0.58,0.02,199000,Informational,"Featured snippet, Image pack, People also ask, Site links, Video carousel","0.53,0.81,0.66,0.81,0.53,0.53,0.66,0.66,0.66,0.66,1.00,0.66"
förvara däck,210,18,0.76,1.00,188000,Informational,"Featured snippet, People also ask, Shopping ads","0.36,0.36,0.54,1.00,0.44,0.36,0.36,0.28,0.36,0.67,0.82,0.36"
getterå däck,210,18,0.58,0.16,56,Informational,"Image pack, Knowledge panel","0.44,0.28,0.44,1.00,0.54,0.54,0.54,0.44,0.44,1.00,0.67,0.36"
gångviken däck,210,12,0.59,0.27,81,Commercial,"Image pack, Local pack, Reviews","0.28,0.18,0.36,1.00,0.54,0.54,0.67,0.54,0.54,1.00,0.44,0.23"
gångvikens däck,210,21,0.59,0.27,68,Navigational,"Image pack, Knowledge panel, Reviews","0.28,0.18,0.36,1.00,0.54,0.54,0.67,0.54,0.54,1.00,0.44,0.23"
h däck västerås,210,16,0.57,0.15,66,Informational,"Image pack, Knowledge panel, Site links","0.23,0.29,1.00,0.67,0.35,0.29,0.23,0.23,0.29,0.67,1.00,0.23"
hagby däck,210,13,0.55,0.14,71,Navigational,"Image pack, Knowledge panel","0.23,0.19,0.67,1.00,0.35,0.35,0.23,0.29,0.29,0.67,1.00,0.29"
hemse bil och däck,210,21,0.55,0.09,71,Navigational,"Image pack, Knowledge panel, Reviews","0.53,0.44,0.53,0.53,0.44,0.81,1.00,0.81,0.53,0.66,0.66,0.28"
härkeberga däck,210,20,0.58,0.20,53,Informational,"Image pack, Knowledge panel","0.23,0.19,1.00,1.00,0.81,0.29,0.29,0.19,0.23,0.44,1.00,0.15"
håby däck,210,23,0.63,0.25,61,"Navigational, Transactional","Image pack, Knowledge panel, Reviews, Video","0.23,0.19,0.54,1.00,0.35,0.35,0.35,0.29,0.29,0.44,1.00,0.23"
högsäters däck,210,22,0.52,0.32,53,Navigational,"Image pack, Knowledge panel, Reviews, Site links","0.29,0.19,0.67,1.00,0.54,0.44,0.44,0.44,0.35,0.67,0.81,0.29"
klangs netto däck,210,21,0.56,0.13,71,Navigational,"Adwords bottom, Image pack, Knowledge panel, Reviews, Site links, Video","0.29,0.29,0.81,0.81,0.35,0.35,0.19,0.19,0.19,0.54,1.00,0.29"
kumla däck,210,13,0.77,0.38,94,Informational,"Adwords bottom, Knowledge panel, Reviews, Site links, Video","0.23,0.23,1.00,1.00,0.44,0.23,0.36,0.28,0.36,0.44,0.82,0.23"
köpa däck på nätet,210,50,1.12,1.00,677000,Transactional,"Adwords top, FAQ, Featured snippet, People also ask, Reviews","0.19,0.29,0.81,0.81,1.00,0.54,0.29,0.35,0.29,0.67,0.54,0.29"
köpa nya däck,210,43,0.86,1.00,3190000,Transactional,"Local pack, People also ask, Site links","0.29,0.19,0.67,1.00,0.35,0.44,0.35,0.44,0.44,0.67,0.54,0.23"
luleå bil och däck,210,19,0.68,0.11,247000,Navigational,"Knowledge panel, Reviews, Site links","0.10,0.07,0.19,0.67,0.36,0.13,0.13,0.15,0.29,1.00,0.19,0.07"
masri däck,210,22,0.59,0.11,62,Navigational,"Image pack, Knowledge panel, Reviews, Video carousel, Video","0.44,0.28,0.54,0.82,0.54,0.44,0.44,0.44,0.28,0.54,1.00,0.82"
mili däck,210,23,0.61,0.10,48,Navigational,"Image pack, Knowledge panel, Reviews, Site links","0.28,0.23,0.82,1.00,0.54,0.36,0.54,0.44,0.44,1.00,1.00,0.36"
nexen däck test,210,18,0.54,1.00,63,Informational,"Adwords top, FAQ, Featured snippet, Image pack, People also ask, Reviews","0.03,0.06,0.55,1.00,0.36,0.19,0.19,0.24,0.24,0.16,0.24,0.06"
nk bil och däck,210,15,0.58,0.18,63,Navigational,"Image pack, Knowledge panel","0.24,0.19,0.15,0.66,0.36,0.24,0.24,0.29,0.29,0.54,1.00,0.36"
nya däck pris,210,33,0.58,0.92,3600000,Transactional,"FAQ, Featured snippet, Local pack, People also ask, Reviews, Site links","0.12,0.19,0.54,1.00,0.44,0.29,0.29,0.36,0.29,0.36,0.36,0.15"
punktering däck,210,18,0.54,0.99,140000,Informational,"Featured snippet, Local pack, People also ask, Shopping ads, Site links, Video","0.66,0.53,0.53,0.81,0.81,0.66,0.66,0.81,1.00,0.66,0.66,0.53"
sliter på däck,210,18,0.65,0.03,105000,Informational,"FAQ, Featured snippet, People also ask, Site links, Video","0.21,0.26,1.00,0.39,0.14,0.09,0.03,0.05,0.07,0.07,0.03,0.09"
snedslitna däck,210,13,0.91,0.03,7260,Informational,"Image pack, People also ask, Site links","0.19,0.15,0.67,1.00,0.44,0.44,0.44,0.54,0.54,0.67,0.67,0.23"
stuvsta däck,210,25,0.66,0.28,61,Navigational,"Image pack, Knowledge panel, Reviews, Site links","0.13,0.13,0.44,0.67,0.36,0.29,0.15,0.19,0.24,0.54,1.00,0.24"
vanessas däck,210,28,0.62,0.20,26,Navigational,"Adwords bottom, Image pack, Knowledge panel, Site links","0.35,0.23,0.54,0.81,0.35,0.23,0.35,0.29,0.44,0.54,1.00,0.23"
väsby däck,210,22,0.58,0.13,274000,"Informational, Navigational","Knowledge panel, Reviews","0.23,0.15,0.54,0.81,0.44,0.35,0.29,0.23,0.23,0.54,1.00,0.29"
wahlmans däck,210,22,0.59,0.28,69,Navigational,"Image pack, Knowledge panel, Reviews, Site links","0.10,0.13,0.82,1.00,0.44,0.44,0.36,0.28,0.44,1.00,1.00,0.18"
året runt däck transportstyrelsen,210,33,0.55,0.34,39200,Informational,"FAQ, Featured snippet, People also ask, Site links","0.54,0.44,0.67,1.00,0.36,0.28,0.18,0.36,0.54,0.67,0.82,0.28"
beställa däck,170,47,1.30,1.00,890000,Commercial,"People also ask, Reviews, Site links","0.28,0.22,0.81,1.00,0.53,0.53,0.44,0.44,0.53,0.66,0.66,0.28"
billiga däck o fälg,170,53,0.85,1.00,2420000,Informational,"Featured snippet, Local pack, Site links","1.00,0.53,0.28,0.34,0.34,0.66,0.53,0.34,0.44,0.44,0.44,0.66"
billiga fälgar och däck,170,49,0.94,1.00,98,Informational,"Featured snippet, Local pack, People also ask, Site links, Video","0.27,0.54,1.00,0.65,0.35,0.35,0.81,1.00,1.00,1.00,0.81,0.54"
blocket däck och fälg,170,22,0.67,0.45,42,"Navigational, Transactional",,"0.44,0.44,0.66,0.66,1.00,0.34,0.44,0.44,0.34,0.66,0.81,0.81"
bomans däck,170,24,0.53,0.18,67,"Navigational, Commercial","Image pack, Local pack, Site links","0.23,0.23,0.67,1.00,0.44,0.29,0.15,0.15,0.15,0.19,0.35,0.15"
byta däck gävle,170,18,0.69,0.58,98,Commercial,"Image pack, Local pack, People also ask, Reviews","0.10,0.03,0.29,0.67,0.19,0.06,0.07,0.10,0.04,0.36,1.00,0.15"
byta däck halmstad,170,15,0.56,0.33,81,Commercial,"Image pack, Local pack, Reviews, Video","0.16,0.05,0.30,0.44,0.10,0.10,0.05,0.05,0.06,0.24,1.00,0.24"
byta däck karlstad,170,20,0.71,0.56,83,Commercial,"Image pack, Local pack, People also ask, Reviews, Video","0.05,0.03,0.24,0.67,0.19,0.05,0.08,0.05,0.06,0.24,1.00,0.13"
byta däck kungsbacka,170,10,0.70,0.54,82,Commercial,"Featured snippet, Image pack, Local pack, People also ask, Reviews, Site links, Video","0.10,0.02,0.36,0.55,0.16,0.16,0.05,0.01,0.03,0.16,1.00,0.16"
byta däck på fälg,170,23,0.78,0.58,275000,Informational,"Featured snippet, Image pack, Local pack, People also ask, Video carousel","0.36,0.28,0.67,0.82,0.36,0.23,0.23,0.36,0.36,0.67,1.00,0.36"
byta däck uppsala 200 kr,170,,0.88,0.73,,,,"0.06,0.01,0.29,0.54,0.13,0.03,0.01,0.03,0.06,0.24,1.00,0.10"
byta däck växjö,170,20,0.95,0.58,83,Commercial,"Featured snippet, Image pack, Local pack, Reviews, Video","0.10,0.07,0.44,0.44,0.24,0.13,0.10,0.07,0.10,0.24,1.00,0.15"
bästa däcken,170,21,0.77,0.99,451000,Commercial,"FAQ, Featured snippet, People also ask, Reviews, Site links, Video carousel, Video","0.23,0.23,0.82,1.00,0.44,0.36,0.28,0.36,0.44,0.44,0.44,0.23"
datum däck,170,24,0.53,0.16,1740000,Informational,"FAQ, Featured snippet, People also ask, Video","0.22,0.28,0.66,0.81,0.34,0.28,0.34,0.44,0.44,1.00,1.00,0.34"
dubbar till däck,170,10,0.72,1.00,326000,Informational,"FAQ, People also ask, Reviews, Shopping ads, Site links, Video carousel","0.54,0.29,0.04,0.07,0.10,0.03,0.04,0.07,0.29,0.54,1.00,0.82"
däck 195 65 r15,170,14,0.52,1.00,40,Commercial,"Image pack, People also ask, Reviews, Shopping ads","0.22,0.34,0.66,1.00,0.66,0.44,0.44,0.53,0.53,0.66,0.81,0.28"
däck boden,170,18,0.82,0.42,81,Commercial,"Featured snippet, Image pack, Local pack, Reviews, Video","0.28,0.13,0.44,1.00,0.66,0.53,0.44,0.53,0.44,1.00,0.22,0.16"
däck datum,170,25,0.50,0.23,1490000,Informational,"FAQ, Featured snippet, Image pack, People also ask, Video","0.22,0.28,1.00,0.81,0.34,0.34,0.22,0.34,0.44,0.81,0.53,0.22"
däck falkenberg,170,15,0.62,0.26,100,Commercial,"Adwords bottom, Featured snippet, Local pack, Reviews, Site links, Video","0.34,0.34,0.53,1.00,0.44,0.53,0.66,0.44,0.66,0.81,1.00,0.44"
däck fälg tabell,170,25,0.50,0.27,97,Informational,"Featured snippet, Image pack, People also ask, Video","0.44,0.34,1.00,1.00,0.44,0.34,0.22,0.28,0.22,0.34,0.34,0.09"
däck hisingen,170,11,0.51,0.36,84,Commercial,"Image pack, Local pack, Reviews","0.44,0.28,1.00,1.00,0.53,0.44,0.22,0.28,0.66,0.53,0.81,0.28"
däck katrineholm,170,16,0.52,0.39,78,Commercial,"Image pack, Local pack, Reviews, Site links","0.34,0.22,0.81,1.00,0.53,0.44,0.44,0.44,0.34,0.53,0.81,0.44"
däck lag,170,33,0.53,0.19,659000,Informational,"FAQ, Featured snippet, People also ask","0.15,0.19,1.00,0.54,0.12,0.12,0.07,0.03,0.15,0.36,0.29,0.12"
däck lidingö,170,11,0.60,0.12,92,Commercial,"Image pack, Local pack, Reviews, Site links","0.66,0.44,0.66,1.00,0.53,0.53,0.34,0.28,0.34,0.81,0.81,0.44"
